cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
7830200,7830-2/00,Fornecimento e gestão de recursos humanos para terceiros,17.04,"17.04 - Recrutamento, agenciamento, seleção e colocação de mão-de-obra."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.04,"17.04 - Recrutamento, agenciamento, seleção e colocação de mão-de-obra."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.04,"17.04 - Recrutamento, agenciamento, seleção e colocação de mão-de-obra."
9412099,9412-0/99,Outras atividades associativas profissionais,17.04,"17.04 - Recrutamento, agenciamento, seleção e colocação de mão-de-obra."
4399104,4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
7820500,7820-5/00,Locação de mão-de-obra temporária,17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
8111700,8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.05,"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários,
 contratados pelo prestador de serviço."
5911102,5911-1/02,Produção de filmes para publicidade,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
6010100,6010-1/00,Atividades de rádio,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7311400,7311-4/00,Agências de publicidade,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7319001,7319-0/01,Criação de estandes para feiras e exposições,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7319002,7319-0/02,Promoção de vendas,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7319003,7319-0/03,Marketing direto,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7319099,7319-0/99,Outras atividades de publicidade não especificadas anteriormente,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7410299,7410-2/99,Atividades de design não especificadas anteriormente,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
9412099,9412-0/99,Outras atividades associativas profissionais,17.06,"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de
 desenhos, textos e demais materiais publicitários."
5310502,5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,17.08,17.08 - Franquia (franchising).
7740300,7740-3/00,Gestão de ativos intangíveis não-financeiros,17.08,17.08 - Franquia (franchising).
6621501,6621-5/01,Peritos e avaliadores de seguros,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
6911702,6911-7/02,Atividades auxiliares da justiça,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
7112000,7112-0/00,Serviços de engenharia,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
7119704,7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
7120100,7120-1/00,Testes e análises técnicas,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
9412099,9412-0/99,Outras atividades associativas profissionais,17.09,"17.09 - Perícias, laudos, exames técnicos e análises técnicas."
7319001,7319-0/01,Criação de estandes para feiras e exposições,17.10,"17.10 - Planejamento, organização e administração de feiras, exposições, congressos e congêneres."
8230001,8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",17.10,"17.10 - Planejamento, organização e administração de feiras, exposições, congressos e congêneres."
9412099,9412-0/99,Outras atividades associativas profissionais,17.10,"17.10 - Planejamento, organização e administração de feiras, exposições, congressos e congêneres."
5620101,5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
5620102,5620-1/02,Serviços de alimentação para eventos e recepções - bufê,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
5620104,5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
8230001,8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
8230002,8230-0/02,Casas de festas e eventos,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
9412099,9412-0/99,Outras atividades associativas profissionais,17.11,"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS)."
5229001,5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6410700,6410-7/00,Banco Central,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6421200,6421-2/00,Bancos comerciais,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6423900,6423-9/00,Caixas econômicas,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6461100,6461-1/00,Holdings de instituições financeiras,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6462000,6462-0/00,Holdings de instituições não-financeiras,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6611804,6611-8/04,Administração de mercados de balcão organizados,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6630400,6630-4/00,Atividades de administração de fundos por contrato ou comissão,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
6822600,6822-6/00,Gestão e administração da propriedade imobiliária,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
7740300,7740-3/00,Gestão de ativos intangíveis não-financeiros,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8111700,8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8299702,8299-7/02,"Emissão de vales-alimentação, vales-transporte e similares",17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8411600,8411-6/00,Administração pública em geral,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
8550301,8550-3/01,Administração de caixas escolares,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
9311500,9311-5/00,Gestão de instalações de esportes,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
9412099,9412-0/99,Outras atividades associativas profissionais,17.12,"17.12 - Administração em geral, inclusive de bens e negócios de terceiros."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.13,17.13 - Leilão e congêneres.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.13,17.13 - Leilão e congêneres.
8299704,8299-7/04,Leiloeiros independentes,17.13,17.13 - Leilão e congêneres.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.13,17.13 - Leilão e congêneres.
9412099,9412-0/99,Outras atividades associativas profissionais,17.13,17.13 - Leilão e congêneres.
6911701,6911-7/01,Serviços advocatícios,17.14,17.14 - Advocacia.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.14,17.14 - Advocacia.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.14,17.14 - Advocacia.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.14,17.14 - Advocacia.
9412099,9412-0/99,Outras atividades associativas profissionais,17.14,17.14 - Advocacia.
6911702,6911-7/02,Atividades auxiliares da justiça,17.15,"17.15 - Arbitragem de qualquer espécie, inclusive jurídica."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.15,"17.15 - Arbitragem de qualquer espécie, inclusive jurídica."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.15,"17.15 - Arbitragem de qualquer espécie, inclusive jurídica."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.15,"17.15 - Arbitragem de qualquer espécie, inclusive jurídica."
9412099,9412-0/99,Outras atividades associativas profissionais,17.15,"17.15 - Arbitragem de qualquer espécie, inclusive jurídica."
6621502,6621-5/02,Auditoria e consultoria atuarial,17.16,17.16 - Auditoria.
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.16,17.16 - Auditoria.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.16,17.16 - Auditoria.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.16,17.16 - Auditoria.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.16,17.16 - Auditoria.
9412099,9412-0/99,Outras atividades associativas profissionais,17.16,17.16 - Auditoria.
7020400,7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",17.17,17.17 - Análise de Organização e Métodos.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.17,17.17 - Análise de Organização e Métodos.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.17,17.17 - Análise de Organização e Métodos.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.17,17.17 - Análise de Organização e Métodos.
9412099,9412-0/99,Outras atividades associativas profissionais,17.17,17.17 - Análise de Organização e Métodos.
6621502,6621-5/02,Auditoria e consultoria atuarial,17.18,17.18 - Atuária e cálculos técnicos de qualquer natureza.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.18,17.18 - Atuária e cálculos técnicos de qualquer natureza.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.18,17.18 - Atuária e cálculos técnicos de qualquer natureza.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.18,17.18 - Atuária e cálculos técnicos de qualquer natureza.
9412099,9412-0/99,Outras atividades associativas profissionais,17.18,17.18 - Atuária e cálculos técnicos de qualquer natureza.
6920601,6920-6/01,Atividades de contabilidade,17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
9412099,9412-0/99,Outras atividades associativas profissionais,17.19,"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares."
6410700,6410-7/00,Banco Central,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6421200,6421-2/00,Bancos comerciais,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6423900,6423-9/00,Caixas econômicas,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6424701,6424-7/01,Bancos cooperativos,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6424702,6424-7/02,Cooperativas centrais de crédito,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6424703,6424-7/03,Cooperativas de crédito mútuo,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6424704,6424-7/04,Cooperativas de crédito rural,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6432800,6432-8/00,Bancos de investimento,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6433600,6433-6/00,Bancos de desenvolvimento,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6435201,6435-2/01,Sociedades de crédito imobiliário,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6435202,6435-2/02,Associações de poupança e empréstimo,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6435203,6435-2/03,Companhias hipotecárias,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6438701,6438-7/01,Bancos de câmbio,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6450600,6450-6/00,Sociedades de capitalização,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6499901,6499-9/01,Clubes de investimento,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6499902,6499-9/02,Sociedades de investimento,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6499904,6499-9/04,Caixas de financiamento de corporações,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6612603,6612-6/03,Corretoras de câmbio,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6612605,6612-6/05,Agentes de investimentos em aplicações financeiras,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6621502,6621-5/02,Auditoria e consultoria atuarial,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
7020400,7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",17.20,17.20 - Consultoria e assessoria econômica ou financeira.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.20,17.20 - Consultoria e assessoria econômica ou financeira.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
9412099,9412-0/99,Outras atividades associativas profissionais,17.20,17.20 - Consultoria e assessoria econômica ou financeira.
7320300,7320-3/00,Pesquisas de mercado e de opinião pública,17.21,17.21 - Estatística.
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.21,17.21 - Estatística.
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.21,17.21 - Estatística.
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.21,17.21 - Estatística.
9412099,9412-0/99,Outras atividades associativas profissionais,17.21,17.21 - Estatística.
6410700,6410-7/00,Banco Central,17.22,17.22 - Cobrança em geral.
6421200,6421-2/00,Bancos comerciais,17.22,17.22 - Cobrança em geral.
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",17.22,17.22 - Cobrança em geral.
6423900,6423-9/00,Caixas econômicas,17.22,17.22 - Cobrança em geral.
6424701,6424-7/01,Bancos cooperativos,17.22,17.22 - Cobrança em geral.
6424702,6424-7/02,Cooperativas centrais de crédito,17.22,17.22 - Cobrança em geral.
6424703,6424-7/03,Cooperativas de crédito mútuo,17.22,17.22 - Cobrança em geral.
6424704,6424-7/04,Cooperativas de crédito rural,17.22,17.22 - Cobrança em geral.
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",17.22,17.22 - Cobrança em geral.
6432800,6432-8/00,Bancos de investimento,17.22,17.22 - Cobrança em geral.
6433600,6433-6/00,Bancos de desenvolvimento,17.22,17.22 - Cobrança em geral.
6435201,6435-2/01,Sociedades de crédito imobiliário,17.22,17.22 - Cobrança em geral.
6435202,6435-2/02,Associações de poupança e empréstimo,17.22,17.22 - Cobrança em geral.
6435203,6435-2/03,Companhias hipotecárias,17.22,17.22 - Cobrança em geral.
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",17.22,17.22 - Cobrança em geral.
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,17.22,17.22 - Cobrança em geral.
8291100,8291-1/00,Atividades de cobrança e informações cadastrais,17.22,17.22 - Cobrança em geral.
9412099,9412-0/99,Outras atividades associativas profissionais,17.22,17.22 - Cobrança em geral.
6410700,6410-7/00,Banco Central,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6421200,6421-2/00,Bancos comerciais,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6423900,6423-9/00,Caixas econômicas,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6424701,6424-7/01,Bancos cooperativos,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6424702,6424-7/02,Cooperativas centrais de crédito,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6424703,6424-7/03,Cooperativas de crédito mútuo,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6424704,6424-7/04,Cooperativas de crédito rural,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6432800,6432-8/00,Bancos de investimento,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6433600,6433-6/00,Bancos de desenvolvimento,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6435201,6435-2/01,Sociedades de crédito imobiliário,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6435202,6435-2/02,Associações de poupança e empréstimo,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6435203,6435-2/03,Companhias hipotecárias,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6438701,6438-7/01,Bancos de câmbio,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6450600,6450-6/00,Sociedades de capitalização,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6491300,6491-3/00,Sociedades de fomento mercantil - factoring,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6499901,6499-9/01,Clubes de investimento,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6499902,6499-9/02,Sociedades de investimento,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
6499904,6499-9/04,Caixas de financiamento de corporações,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
7020400,7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
7490199,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
8219999,8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
8291100,8291-1/00,Atividades de cobrança e informações cadastrais,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
8299799,8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
9412099,9412-0/99,Outras atividades associativas profissionais,17.23,"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a
 receber ou a pagar e em geral, relacionados a operações de faturização (factoring)."
7319001,7319-0/01,Criação de estandes para feiras e exposições,17.24,"17.24 - Apresentação de palestras, conferências, seminários e congêneres."
8230001,8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",17.24,"17.24 - Apresentação de palestras, conferências, seminários e congêneres."
8599604,8599-6/04,Treinamento em desenvolvimento profissional e gerencial,17.24,"17.24 - Apresentação de palestras, conferências, seminários e congêneres."
9412099,9412-0/99,Outras atividades associativas profissionais,17.24,"17.24 - Apresentação de palestras, conferências, seminários e congêneres."
5911102,5911-1/02,Produção de filmes para publicidade,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
